date_time,maxtempC,tmean90,tmean,tmean_3D,Excess_Heat_Index,Heat_Stress,Excess_Heat_Factor,Heat_Condition,Heat_Wave
2021-01-01,32,32.0,27.0,27.0,-5.0,,-5.0,0,False
2021-01-02,32,32.0,27.5,27.25,-4.75,,-4.75,0,False
2021-01-03,32,32.0,27.0,27.166666666666668,-4.833333333333332,,-4.833333333333332,0,False
2021-01-04,31,32.0,26.5,27.0,-5.0,,-5.0,0,False
2021-01-05,31,32.0,26.0,26.5,-5.5,,-5.5,0,False
2021-01-06,33,32.6,27.5,26.666666666666668,-5.333333333333332,,-5.333333333333332,0,False
2021-01-07,32,32.6,28.0,27.166666666666668,-4.833333333333332,,-4.833333333333332,0,False
2021-01-08,30,32.6,27.0,27.5,-4.5,,-4.5,0,False
2021-01-09,31,32.6,27.5,27.5,-4.5,,-4.5,0,False
2021-01-10,34,33.6,29.5,28.0,-4.0,,-4.0,0,False
2021-01-11,35,34.6,30.0,29.0,-3.0,,-3.0,0,False
2021-01-12,35,35.0,29.5,29.666666666666668,-2.333333333333332,,-2.333333333333332,0,False
2021-01-13,34,35.0,29.0,29.5,-2.5,,-2.5,0,False
2021-01-14,33,35.0,28.0,28.833333333333332,-3.166666666666668,,-3.166666666666668,0,False
2021-01-15,32,35.0,27.0,28.0,-4.0,,-4.0,0,False
2021-01-16,33,34.6,27.0,27.333333333333332,-4.666666666666668,,-4.666666666666668,0,False
2021-01-17,33,33.6,27.5,27.166666666666668,-4.833333333333332,,-4.833333333333332,0,False
2021-01-18,32,33.0,27.0,27.166666666666668,-4.833333333333332,,-4.833333333333332,0,False
2021-01-19,34,33.6,28.0,27.5,-4.5,,-4.5,0,False
2021-01-20,34,34.0,28.0,27.666666666666668,-4.333333333333332,,-4.333333333333332,0,False
2021-01-21,33,34.0,26.5,27.5,-4.5,,-4.5,0,False
2021-01-22,35,34.6,28.0,27.5,-4.5,,-4.5,0,False
2021-01-23,33,34.6,27.5,27.333333333333332,-4.666666666666668,,-4.666666666666668,0,False
2021-01-24,33,34.6,27.0,27.5,-4.5,,-4.5,0,False
2021-01-25,33,34.2,26.5,27.0,-5.0,,-5.0,0,False
2021-01-26,32,34.2,26.0,26.5,-5.5,,-5.5,0,False
2021-01-27,32,33.0,25.5,26.0,-6.0,,-6.0,0,False
2021-01-28,32,33.0,25.5,25.666666666666668,-6.333333333333332,,-6.333333333333332,0,False
2021-01-29,33,33.0,26.0,25.666666666666668,-6.333333333333332,,-6.333333333333332,0,False
2021-01-30,35,34.2,27.5,26.333333333333332,-5.666666666666668,,-5.666666666666668,0,False
2021-01-31,35,35.0,28.0,27.166666666666668,-4.833333333333332,,-4.833333333333332,0,False
2021-02-01,35,35.0,28.5,28.0,-4.0,,-4.0,0,False
